slc,soilType,claySurface,claySubsurface,sandSurface,sandSubsurface,siltSurface,siltSubsurface,cfSurface,cfSubsurface,awhcSurface,awhcSubsurface,ppe,ocSurfacePerc,surfacePH,subsurfacePH,surfaceEC,subsurfaceEC,sarSurface,sarSubsurface,E_DEPTH,bd,egdd,a,surfaceFibre,subsurfaceFibre,organicDepth,waterTableDepth,masterHorizon,substrateCF,substrateSilt,substrateClay
602001,24,13.66666667,23,28,48,25,28,3,6.5,14.66666667,57.5,-83,1.753333333,5.066666667,6.1,0,0,1.974,0.32765,200,0.9,1053,0,99,56,80,54,R,36,20,47
603001,13,13.66666667,24,28,48,25,28,2.333333333,5.5,13,53,-121.6,2.11,4.9,5.95,0,0,2.390666667,0.32765,200,0.8,1087,0,5,79,80,65,CO,67,29,61
604001,14,13.66666667,24,28,48,25,28,2.333333333,5.5,11.66666667,48.5,-136.5,2.47,4.966666667,6,0,0,2.807333333,0.32765,200,0.7,1156,0,21,35,10,89,C,31,46,97
604002,26,13.66666667,24.5,28,46.5,25,28,1.333333333,4.5,8.666666667,40,-124.2,3.183333333,4.9,5.95,0,0,3.640666667,0.32765,200,0.5,1118,0,48,83,69,21,A,10,96,17
604003,26,13.66666667,24,28,48,25,28,2.333333333,5.5,11.66666667,48.5,-121.6,2.47,4.966666667,6,0,0,2.807333333,0.32765,200,0.7,1107,0,77,82,37,35,R,34,31,54
604004,7,13.66666667,23,28,48,25,28,3,6.5,14.66666667,57.5,-104.9,1.753333333,5.066666667,6.1,0,0,1.974,0.32765,200,0.9,1068,0,95,53,89,92,CO,85,95,98
605001,20,10.66666667,33,25.66666667,36,30.66666667,31.5,4,8.5,13,70.5,-164,1.943333333,4.966666667,5.25,0,0,2.748433333,0.29145,200,0.766666667,1194,2.8,81,87,100,70,C,14,47,62
605002,29,14.33333333,38,23,31.5,29.66666667,30,5.333333333,10.5,14.66666667,71.5,-138.9,1.8,5.133333333,5.05,0,0,1.8062,0.25525,200,0.866666667,1133,0,82,82,51,43,A,40,2,82
605003,12,13.66666667,24,28,48,25,28,2.333333333,5.5,11.66666667,48.5,-158.1,2.47,4.966666667,6,0,0,2.807333333,0.32765,200,0.7,1155,1.62,44,53,92,53,R,47,99,58
605004,29,13.66666667,21.5,28,50.5,25,28,3,4,13.66666667,49.5,-110.7,2.066666667,5.133333333,6.05,0,0,2.196666667,0.3,176.6,0.866666667,1047,0,5,82,22,68,CO,6,72,44
605005,20,10.33333333,15.5,36.66666667,61,20,23.5,15.66666667,27,7.666666667,33,-114.8,2.38,5.466666667,6.05,0,0,3.103333333,0.91,176.6,0.766666667,1053,0,80,96,31,47,C,38,19,41
605006,12,13.66666667,21.5,28,50.5,25,28,3,4,12.33333333,45.5,-110.9,2.49,5.166666667,6.05,0,0,2.486666667,0.3,164.9,0.733333333,1047,0,52,17,56,34,A,68,51,91
606001,17,13.66666667,24.5,28,47,25,28,2.333333333,5.5,10.33333333,44.5,-132.6,2.95,5.366666667,6.35,0,0,2.970666667,0.32765,176.6,0.6,1084,0,23,81,13,12,R,77,9,4
606002,21,13.66666667,24.5,28,47,25,28,1.333333333,4,6.666666667,31.5,-116.2,3.883333333,5.366666667,6.3,0,0,3.788666667,0.31385,153.2,0.333333333,1057,0,86,57,8,91,CO,42,19,8
606003,18,13.66666667,23,28,48.5,25,28,2.666666667,5.5,10,40.5,-95.5,3.166666667,5.233333333,6.2,0,0,2.955333333,0.31385,153.2,0.566666667,1001,0,23,27,97,87,C,63,100,71
606004,24,13.66666667,23,28,48.5,25,28,2.666666667,5.5,10,40.5,-98.3,3.166666667,5.233333333,6.2,0,0,2.955333333,0.31385,153.2,0.566666667,1010,0,10,10,75,28,A,49,41,45
606005,10,13.66666667,23,28,48.5,25,28,2.666666667,5.5,10,40.5,-117,3.166666667,5.233333333,6.2,0,0,2.955333333,0.31385,153.2,0.566666667,1056,0,13,53,78,24,R,80,98,90
607001,9,20,20,40,40,40,40,9.333333333,10,17.66666667,66.5,-198.3,0.2,7.133333333,7.5,0,0,1.47,0.3,200,1.366666667,1259,9.66,99,8,32,94,CO,58,70,64
607002,24,17,39,23.33333333,27.5,26.33333333,33.5,1.666666667,2,11,53,-190.9,2.27,4.9,6.05,0,0,3.149933333,0.2174,200,0.7,1242,8.18,66,15,79,89,C,60,44,18
607003,23,19.33333333,31,25.33333333,37.5,22,31.5,1.666666667,4.5,9.666666667,48.5,-179.7,2.696666667,4.866666667,6.2,0,0,3.413933333,0.273,200,0.566666667,1185,5.94,8,75,92,56,A,17,47,50
607004,13,17,39,23.33333333,27.5,26.33333333,33.5,0.666666667,1,7,36,-193.4,3.353333333,4.5,5.5,0,0,4.2583,0.2587,200,0.4,1215,8.68,20,33,87,81,R,33,68,92
607005,1,16.33333333,40.5,22.66666667,25.5,27.33333333,34,2.333333333,2,12.66666667,59.5,-194,1.96,5.3,6.45,0,0,2.779933333,0.20345,200,0.766666667,1233,8.8,11,7,3,81,CO,80,9,81
607006,6,16,42.5,22.33333333,24,28.33333333,34.5,0.666666667,1,5.333333333,30.5,-210.4,3.746666667,4.766666667,5.75,0,0,4.627466667,0.2724,200,0.333333333,1283,12.08,71,27,98,68,C,48,54,65
607007,24,17,39,23.33333333,27.5,26.33333333,33.5,1.666666667,2,11,53,-185.8,2.27,4.9,6.05,0,0,3.149933333,0.2174,200,0.7,1232,7.16,10,99,18,33,A,62,8,30
607008,12,17,39,23.33333333,27.5,26.33333333,33.5,1.666666667,2,11,53,-152,2.27,4.9,6.05,0,0,3.149933333,0.2174,200,0.7,1181,0.4,98,57,4,69,R,9,59,29
607009,11,18,46.5,9.666666667,14.5,39,39.5,1.666666667,2,15.33333333,68.5,-185.1,1.836666667,5.666666667,6.7,0,1.1,2.312666667,0.1258,143.6,0.8,1237,7.02,87,58,98,100,CO,46,17,5
607010,7,15.66666667,31.5,32,39.5,19,29,3,3.5,10,50.5,-180.5,2.396666667,5.333333333,6.2,0,0,3.163266667,0.27285,176.6,0.7,1235,6.1,58,28,74,49,C,68,61,67
607011,11,15.66666667,31.5,32,39.5,19,29,2.333333333,3,10,50.5,-154.1,2.27,4.966666667,5.85,0,0,3.4166,0.27285,200,0.7,1184,0.82,88,81,13,23,A,19,52,89
607012,9,18.33333333,31.5,22.33333333,34,26.33333333,34.5,4,4.5,10.33333333,47,-180.8,2.763333333,5.033333333,6.25,0,0,3.0686,0.23635,153.2,0.633333333,1205,6.16,35,36,80,97,R,83,54,7
607013,10,14.33333333,21.5,34,52.5,18.66666667,26.5,3.333333333,6,4,25,-167.1,3.776666667,4.566666667,5.45,0,0,4.807466667,0.43885,200,0.3,1211,3.42,4,66,52,73,CO,15,20,19
607014,12,19.33333333,39.5,23.66666667,27,23.66666667,33.5,2.333333333,3,12,58.5,-184.1,2.15,4.9,5.85,0,0,2.5843,0.17795,200,0.733333333,1243,6.82,15,1,32,42,C,3,87,38
607015,17,12.33333333,32,38.33333333,43.5,16,24.5,2,2.5,8.666666667,49.5,-150.3,2.436666667,5.266666667,5.8,0,0,3.681633333,0.32765,200,0.666666667,1249,0.06,54,5,75,30,A,68,29,75
607016,23,10.33333333,31.5,33.33333333,41.5,23,27.5,2.666666667,3.5,9.333333333,50,-150.4,2.466666667,5.3,5.8,0,0,3.790666667,0.337,200,0.633333333,1229,0.08,63,75,97,66,R,15,97,40
607017,3,19.33333333,41.5,23.66666667,25.5,24,33.5,1.666666667,2,11,53,-147.6,2.536666667,4.8,5.7,0,0,2.9535,0.1916,200,0.6,1279,0,92,90,13,0,CO,45,6,40
608001,16,19.33333333,61.5,3,8,11,31,0,0.5,12,64.5,-222.8,2.906666667,5.333333333,6.25,0.3,0.9,2.5051,0.09425,104,0.5,1355,14.56,14,66,88,78,C,89,57,56
608002,27,14.66666667,52,9,10.5,43,37.5,0,2,13,66.5,-206.9,2.673333333,4.733333333,5.45,0,0,2.500666667,0.1104,200,0.566666667,1285,11.38,70,80,47,44,A,17,22,90
608003,28,14.66666667,53.5,9,10.5,43,37,0,0.5,8.333333333,43.5,-191.8,3.47,4.666666667,5.3,0,0,3.699566667,0.19925,200,0.366666667,1244,8.36,91,47,23,10,R,40,100,61
608004,7,11,60.5,6.666666667,5.5,15.66666667,34,0,0,4,25.5,-199.9,4.46,4.733333333,5.45,0,0,4.518433333,0.27315,164.9,0.133333333,1281,9.98,27,88,34,57,CO,83,98,85
608005,19,13.66666667,30.5,9.666666667,31.5,43,38,2.333333333,4,8,40.5,-180.1,3.226666667,4.8,5.95,0,0,4.184666667,0.28685,200,0.433333333,1254,6.02,80,65,99,53,C,65,74,82
608006,18,19.33333333,31,25.33333333,37.5,22,31.5,1.666666667,4.5,9.666666667,48.5,-187.7,2.696666667,4.866666667,6.2,0,0,3.413933333,0.273,200,0.566666667,1286,7.54,51,58,27,61,A,34,91,26
608007,9,14.66666667,54.5,9,9.5,43,36,0,2,12.33333333,66.5,-212.8,2.813333333,4.733333333,5.35,0,0,2.397766667,0.107,200,0.533333333,1366,12.56,92,23,28,62,R,90,19,20
609001,22,20,20,40,40,40,40,9.333333333,10,17.66666667,66.5,-183.8,0.2,7.133333333,7.5,0,0,1.47,0.3,200,1.366666667,1292,6.76,18,17,89,69,CO,31,78,15
609002,5,13.66666667,30,9.666666667,37.5,43,32,1,5,6,36.5,-149.9,3.786666667,5.033333333,6.15,0,0,4.338,0.3325,200,0.266666667,1228,0,15,10,42,21,C,9,35,44
609003,9,14.33333333,57.5,9.666666667,7,42.66666667,35.5,0,1.5,8.666666667,54,-196.7,3.433333333,4.833333333,5.45,0,0,3.128433333,0.154,200,0.333333333,1359,9.34,0,46,65,2,A,29,20,97
609004,18,14.66666667,45.5,10.66666667,17,41.33333333,37.5,1.333333333,1.5,8,43.5,-183.5,3.343333333,4.833333333,5.55,0,0,3.8009,0.22825,200,0.366666667,1285,6.7,43,29,94,1,R,51,69,38
609005,15,14.66666667,57,9.666666667,8,42.66666667,35.5,0,0.5,7.666666667,43.5,-172.1,3.61,4.9,5.4,0,0,3.596666667,0.1959,200,0.3,1297,4.42,97,19,77,75,CO,16,51,46
609006,25,15,46,8,14.5,43.66666667,39.5,0,0,4.666666667,25,-164,4.26,4.366666667,5.25,0,0,4.748,0.2765,176.6,0.166666667,1269,2.8,81,98,79,38,C,55,45,51
609007,23,15,46,8,14.5,43.66666667,39.5,0,1,6.333333333,31.5,-168,3.946666667,4.7,5.55,0,0,4.382666667,0.253,176.6,0.3,1268,3.6,63,91,99,25,A,12,46,88
609008,7,17.33333333,39,16.66666667,25.5,33,36.5,0.666666667,1,9.333333333,42.5,-160.5,3.043333333,4.733333333,5.75,0,0,3.897633333,0.22565,200,0.466666667,1270,2.1,36,90,94,80,R,72,30,56
609009,27,63.33333333,65.5,11.66666667,6.5,25,27.5,0,0,5,27,-173.1,3.866666667,5,5.75,0,0.1,4.231333333,1.05025,200,0.3,1295,4.62,24,74,90,69,CO,21,57,37
610001,30,19,39.5,40,25,41.33333333,35.5,3.666666667,4.5,17,79,-172.9,0.623333333,5.3,5.75,0,0,1.449333333,0.1579,200,1.2,1134,4.58,83,53,55,51,C,6,40,72
610002,11,20.33333333,42.5,33.66666667,21,45.66666667,37,3,3,15.66666667,73,-169.8,1.32,5.533333333,6.2,0,0.7,1.7398,0.14695,157.7,1,1160,3.96,0,80,93,10,A,76,94,73
610003,3,18,40,35.66666667,23.5,46.33333333,37,5,5,16.66666667,73.5,-177.8,0.81,5.6,6.15,0,0.55,1.3513,0.1405,160.16,1.133333333,1141,5.56,4,93,31,95,R,56,2,42
610004,22,8,5,58.33333333,79.5,33.66666667,15,0,0,7,26.5,-202.3,2.45,5.533333333,6.05,0,0.1,3.435333333,1.6794,200,0.766666667,1251,10.46,94,81,95,15,CO,33,30,42
610005,29,23.33333333,47,23,14,53.33333333,39,1.666666667,2,18,77,-180.6,1.146666667,5.5,6,0,0.65,1.9702,0.2132,200,0.966666667,1278,6.12,35,9,92,33,C,14,5,58
610006,16,22,39,30,25,48.33333333,35.5,2,3.5,18.33333333,77.5,-163.4,0.576666667,5.766666667,6.45,0,0.3,1.3741,0.22185,200,1.2,1212,2.68,17,39,63,16,A,43,29,94
610007,25,20.66666667,45,33,18,46.33333333,37,2.333333333,3,17.66666667,81.5,-154,0.813333333,5.6,6,0,0.45,1.739266667,0.13735,200,1.066666667,1272,0.8,27,46,47,79,R,16,1,93
610008,6,22.33333333,47.5,31,15.5,46.66666667,37.5,2.666666667,2.5,17,74.5,-164.4,1.053333333,5.6,5.95,0,0.55,1.904433333,0.13425,200,1.033333333,1303,2.88,85,35,99,35,CO,1,20,3
610009,6,22,46.5,27.66666667,15.5,50,38,1.666666667,2,17,76,-136.1,1.226666667,5.566666667,6,0,0.55,2.111766667,0.2383,200,1,1256,0,28,74,23,32,C,22,41,58
610010,26,18.33333333,47.5,9.666666667,14,38.66666667,38.5,1.666666667,2,17.33333333,78,-153.3,1.22,5.666666667,6.25,0,0.65,1.790866667,0.1162,200,0.966666667,1296,0.66,61,45,41,76,A,18,99,34
610011,15,10.33333333,25,57,53,32.66666667,22.5,2.333333333,3,8,44,-139.1,1.75,5.733333333,5.8,0,0,4.106,2.17475,200,0.8,1246,0,52,54,3,96,R,43,32,82
610012,14,22.33333333,47,10.33333333,15,34.33333333,37.5,1.666666667,2,19,80,-163.9,0.876666667,5.466666667,6.1,0,1.15,1.427166667,0.0644,146.4,0.966666667,1326,2.78,88,83,26,10,CO,25,50,94
610013,7,9.333333333,17.5,63.66666667,65.5,26.66666667,17,1,1,7.333333333,35,-122.6,1.766666667,5.7,5.9,0,0,4.219333333,1.9238,200,0.933333333,1214,0,52,8,16,17,C,36,5,57
610014,21,15.33333333,41,17,21.5,34.33333333,38,1,3.5,15.33333333,76.5,-138.5,1.67,5.6,6.25,0,0.2,1.819166667,0.1634,200,0.833333333,1279,0,67,26,65,21,A,32,33,63
610015,23,18.66666667,40,14.33333333,23.5,33.66666667,36.5,1.666666667,2,18.33333333,74.5,-156.3,1.006666667,5.566666667,6.2,0,0.8,1.6861,0.42735,173.2,1,1311,1.26,54,74,9,28,R,83,48,83
610016,15,23,46,25,15.5,52,38.5,2,2.5,17.66666667,77,-138.8,1.053333333,5.466666667,6.05,0,0.55,1.637766667,0.11235,200,1.033333333,1277,0,28,34,56,20,CO,34,30,42
610017,14,22.66666667,44,26.33333333,16.5,51,39,1.666666667,2,15.66666667,70,-118.8,1.843333333,5.166666667,5.6,0,0.4,2.163266667,0.13945,200,0.833333333,1223,0,100,64,62,76,C,66,6,31
610018,24,29.66666667,48,20.66666667,15.5,50,37,2.666666667,2,20,80,-139.3,0.586666667,5.633333333,6.25,0,0.75,1.377333333,0.06335,166.05,1.166666667,1255,0,71,27,92,74,A,97,75,19
610019,1,21.66666667,47,10.33333333,15,34.66666667,38,1.666666667,2,17,74.5,-129.5,1.256666667,5.533333333,6.1,0,1,1.651633333,0.0915,159.8,0.9,1269,0,91,4,23,51,R,89,58,100
610020,25,14,32,20.66666667,31,32,36.5,0.666666667,3,14,62,-145.5,2.266666667,5.233333333,5.85,0,0.1,2.422933333,0.51695,200,0.766666667,1296,0,96,76,16,31,CO,80,42,17
610021,9,12,42,25.33333333,23,29.66666667,35.5,1.333333333,3,11.33333333,63.5,-75.9,2.483333333,5.133333333,5.8,0,0.1,2.711833333,0.2198,200,0.733333333,1158,0,54,90,27,14,C,64,73,77
611001,27,17.33333333,46.5,10.33333333,15.5,38.66666667,38.5,0.666666667,2,13.66666667,64.5,-166.9,2.01,5.633333333,6.3,0,0.4,2.153933333,0.16645,200,0.733333333,1291,3.38,45,92,84,85,A,67,100,70
611002,1,19.66666667,44,38,20.5,42.66666667,35.5,3.333333333,3.5,17,79,-156.3,0.72,5.533333333,5.8,0,0.25,1.7276,0.1556,200,1.166666667,1265,1.26,4,16,99,84,R,15,18,93
611003,20,22.66666667,42.5,29.66666667,20,48,37.5,3.666666667,4,20,81.5,-155.9,0.393333333,5.2,5.65,0,0.3,1.1581,0.0936,200,1.266666667,1272,1.18,61,71,89,91,CO,81,92,38
611004,10,19,47.5,9,13,38.66666667,39.5,2,2,19,82.5,-164.7,0.986666667,5.666666667,6.5,0,1.2,1.567566667,0.07585,157.7,1.033333333,1298,2.94,75,69,6,31,C,79,80,49
612001,20,17.66666667,40.5,41.66666667,27.5,40.66666667,32.5,3,3,14,65.5,-149.9,1.23,5.066666667,5.5,0,0,2.084,0.20055,200,1.033333333,1181,0,17,33,61,51,A,26,81,1
612002,15,22,38,34,25.5,44,36.5,2,2,7.666666667,37,-155.4,3.153333333,4.633333333,5.4,0,0,4.014666667,0.24,200,0.5,1170,1.08,85,27,62,67,R,53,54,96
612003,28,17,39,23.33333333,27.5,26.33333333,33.5,1.666666667,2,11,53,-140.8,2.27,5.1,6.25,0,0,3.149933333,0.2174,200,0.7,1175,0,29,74,49,100,CO,28,8,61
612004,16,17.66666667,35.5,14.33333333,22,35,43.5,0.666666667,1,14,66.5,-166.7,1.81,5.533333333,6.55,0,0.85,2.197266667,0.3087,159.8,0.8,1227,3.34,83,66,16,75,C,40,39,52
612005,6,20,39,37.66666667,25.5,42.33333333,36,3.666666667,4,14.33333333,66.5,-145.3,1.35,5.133333333,5.5,0,0,2.182666667,0.38095,200,1.033333333,1187,0,66,71,38,75,A,54,48,35
612006,18,21,35,29,25.5,50,40,1.333333333,3,14.33333333,68,-107.2,1.97,5.6,6.15,0,0,2.036,0.24885,200,0.766666667,1196,0,58,92,52,79,R,45,7,1
612007,13,18,40.5,41.66666667,25,40.66666667,35,2.666666667,3.5,13,66.5,-150.6,1.596666667,5.3,5.7,0,0,2.477333333,0.4099,200,0.966666667,1197,0.12,37,20,91,26,CO,88,44,37
612008,7,22.33333333,40.5,30.33333333,21.5,47.33333333,38,3,4,17.66666667,74.5,-159.3,1.03,5.166666667,5.6,0,0.2,1.678066667,0.22905,200,1.066666667,1237,1.86,64,85,55,85,C,60,55,85
612009,25,17.33333333,26,23.33333333,27,59.33333333,47.5,1,1.5,15,69,-156.5,1.716666667,6.333333333,6.5,0,0,1.534,0.3912,200,0.9,1271,1.3,15,85,66,48,A,56,32,7
613001,24,14.33333333,40.5,26.33333333,27,26,32,2.333333333,2,12,59,-133.4,2.043333333,5.433333333,6.4,0,0,2.912433333,0.23085,200,0.766666667,1212,0,88,16,36,5,R,89,80,93
613002,21,14.33333333,40.5,26.33333333,27,26,32,2.333333333,2,12,59,-126.1,2.043333333,5.433333333,6.4,0,0,2.912433333,0.23085,200,0.766666667,1188,0,57,83,6,67,CO,14,29,38
613003,7,15.66666667,31.5,32,39.5,19,29,1.333333333,1.5,6.666666667,35,-122.6,3.36,4.533333333,5.45,0,0,4.391633333,0.2864,200,0.4,1199,0,65,100,40,59,C,8,5,21
614001,16,30,31,27.33333333,34,42.66666667,35,14,19,16.66666667,69,-76.8,0.55,5.966666667,5.95,0,0,1.226666667,0.36865,200,1.233333333,1129,0,24,53,93,41,A,78,72,28
614002,7,9.666666667,27.5,31.33333333,34.5,26,38.5,2.666666667,8,15,66.5,-78.7,1.256666667,6.033333333,6,0,0,2.6464,0.5625,200,1.033333333,1133,0,47,70,42,23,R,68,13,71
614003,2,8.666666667,27,32.33333333,35,25.33333333,38.5,2.666666667,7.5,12.66666667,60.5,-39.5,1.596666667,5.966666667,5.95,0,0,3.143066667,0.571,200,0.9,1057,0,58,56,98,58,CO,94,72,68
615001,17,21,24.5,49.66666667,52.5,29,23.5,5.666666667,7,10.66666667,43.5,-132.4,1.92,4.866666667,4.9,0,0,2.966433333,1.62565,200,0.9,1225,0,83,78,58,37,C,1,41,70
615002,8,21.66666667,31.5,50.66666667,43,27.66666667,25.5,5,4.5,9.666666667,50.5,-143.5,1.74,5.533333333,5.8,0,0,2.9631,0.5755,200,0.833333333,1235,0,44,81,8,13,A,57,97,42
615003,5,21.66666667,31.5,50.66666667,43,27.66666667,25.5,5,4.5,6.333333333,30.5,-126,3.426666667,5.1,5.25,0,0,3.991566667,1.11125,200,0.5,1214,0,62,58,68,72,R,99,15,53
615004,5,21,32,51.66666667,43,27.33333333,25.5,5,4.5,12.33333333,60.5,-137,0.923333333,5.633333333,5.6,0,0,2.082233333,0.44625,200,1.133333333,1216,0,78,75,28,93,CO,69,65,21
615005,4,30,30,40,40,30,30,5,5,19.33333333,67.5,-166.7,0.1,7,7,0,0,0.1,0.1,200,1.5,1286,3.34,27,27,39,18,C,75,30,23
615006,28,19.33333333,25,48,48.5,32.33333333,26.5,4.333333333,10.5,10,48.5,-159.8,1.636666667,5.833333333,5.85,0,0,2.929766667,0.66365,200,0.866666667,1269,1.96,70,95,60,11,A,17,72,56
615007,18,23,30,40.33333333,33,36.33333333,37,3,3,6.333333333,33.5,-168,3.46,5.4,5.4,0,0,4.048233333,0.83625,200,0.433333333,1282,3.6,35,71,92,40,R,48,24,49
615008,14,22.66666667,31.5,49.33333333,43,27.66666667,26,5,4.5,11.33333333,55.5,-153.2,1.36,5.633333333,5.65,0,0,2.452233333,0.44125,200,1.033333333,1254,0.64,40,85,26,47,CO,29,18,73
615009,29,22.66666667,34,35.66666667,36,40.66666667,30,4.333333333,5,12.33333333,61,-156.7,1.366666667,5.6,5.75,0,0,2.320433333,0.432,200,0.933333333,1253,1.34,24,45,94,9,C,8,3,9
615010,9,23,27,47.66666667,49,29,25,5.333333333,6,11,51,-156.6,1.616666667,5.533333333,5.65,0,0,2.6589,0.4765,200,0.933333333,1273,1.32,14,65,87,93,A,100,59,65
615011,7,8,18.5,36,53.5,23,28,2.333333333,3,10,45.5,-168,1.966666667,6.166666667,6.15,0,0,2.768666667,0.7064,200,0.8,1272,3.6,63,56,96,70,R,99,2,43
615012,3,21,32,51.66666667,43,27.33333333,25.5,5,4.5,12.33333333,59.5,-165,0.976666667,5.833333333,5.55,0,0,2.0189,0.31125,200,1.133333333,1277,3,15,35,52,36,CO,31,75,29
615013,11,23,29.5,33.33333333,27.5,44,43.5,3,3,15.33333333,73,-165.8,1.3,5.5,5.6,0,0,1.793333333,0.2794,200,1.033333333,1292,3.16,41,49,85,0,C,6,41,2
616001,12,2,2.5,57.66666667,93,7,4.5,6.333333333,16.5,4,12,-147.2,2.893333333,5.533333333,6.15,0,0,5.15,2.87425,200,0.533333333,1253,0,89,5,94,16,A,44,47,33
616002,23,8.666666667,4,70.33333333,86,21,10,0,0,4.333333333,16,-174.9,4.083333333,4.6,5.45,0,0,4.750666667,2.687,200,0.333333333,1273,4.98,95,24,36,14,R,44,67,30
616003,9,11.33333333,18,53.33333333,47,35.33333333,35.5,0,0,10.66666667,48.5,-160.8,2.083333333,5.7,6.55,0,0,2.457333333,0.938,200,0.866666667,1244,2.16,1,84,73,20,CO,55,43,30
616004,28,9.333333333,13,61.66666667,61,28.66666667,26,0,0,9,38.5,-166.5,2.203333333,5.633333333,6.45,0,0,3.029333333,1.5785,200,0.833333333,1267,3.3,62,37,99,76,C,84,93,72
616005,14,9.333333333,7.5,61.66666667,78,29.33333333,15,0,0.5,6,22.5,-181.5,3.16,5.333333333,5.9,0,0,3.9511,2.8079,200,0.566666667,1291,6.3,76,94,39,44,A,28,61,75
616006,13,17,25.5,11.33333333,35.5,38.33333333,39.5,0,0,12,54.5,-181.9,2.75,5.7,6.45,0,0,2.257333333,0.6766,200,0.666666667,1296,6.38,24,51,52,69,R,82,25,70
616007,8,4.666666667,17.5,52.33333333,75,10,8,2.333333333,3,7,34.5,-178.7,1.89,5.566666667,6,0,0,4.908,1.3035,200,0.8,1294,5.74,63,44,99,20,CO,100,84,53
617001,17,24,30,41.66666667,36,34.33333333,33.5,4,4,14.66666667,69,-139.4,0.813333333,5.733333333,5.4,0,0,1.533766667,0.29925,200,1.133333333,1188,0,24,49,94,4,C,3,49,48
617002,8,24,30,41.33333333,35.5,35,34.5,4,4,13.33333333,64,-155,1.243333333,5.8,5.45,0,0,1.981333333,0.2985,200,1,1219,1,58,80,50,5,A,34,37,75
617003,25,12.66666667,18,52,49,35,33,0,0.5,11.66666667,46,-176.3,2.076666667,5.733333333,6.65,0,0,2.350666667,0.91825,200,0.9,1276,5.26,56,54,62,51,R,13,45,12
617004,4,45,55.5,16.33333333,6.5,39.33333333,38.5,0,0,15,69.5,-157.9,1.296666667,5.4,6.85,0,0.1,1.465333333,0.10745,200,0.966666667,1232,1.58,17,2,54,85,CO,12,33,85
618009,28,19.33333333,41.5,35.33333333,23.5,45,35,4,4,18,78.5,-179.5,0.496666667,5.3,5.75,0,0.25,1.163266667,0.1308,185.9,1.233333333,1181,5.9,68,96,44,21,C,16,58,54
618010,5,23,47.5,26.33333333,14.5,50.66666667,37.5,6,12,15.66666667,42,-170.3,0.703333333,4.833333333,4.9,0,0,1.017133333,0.1418,139.4,1.166666667,1111,4.06,58,40,93,31,A,58,35,44
618013,10,28.66666667,46,17.66666667,17.5,53,36.5,5.666666667,5,15,60,-186.3,0.963333333,5.833333333,6.15,0,0.6,1.090566667,0.14285,110.87,1.033333333,1177,7.26,6,49,13,82,R,0,82,8
618015,9,19.66666667,38.5,35.33333333,25.5,45,36,3.666666667,4.5,16.66666667,74,-161.5,0.88,5.2,5.65,0,0,1.445333333,0.138,200,1.133333333,1185,2.3,70,88,76,1,CO,79,35,92
618017,14,18.33333333,33,41.33333333,36.5,40.66666667,31,3,4,16.66666667,70,-161.4,0.626666667,5.133333333,5.6,0,0,1.620433333,0.53135,200,1.2,1145,2.28,29,89,46,58,C,92,94,0
618018,17,18.33333333,33,41.33333333,36.5,40.66666667,31,3,4,16.66666667,70,-158.9,0.626666667,5.133333333,5.6,0,0,1.620433333,0.53135,200,1.2,1174,1.78,70,48,86,99,A,52,29,77
618019,27,11,21,30,35.5,58.66666667,43,17.66666667,20,11.66666667,44,-130.4,1.163333333,5.6,6,0,0,1.313033333,0.64725,175.76,1.066666667,994,0,10,45,100,71,R,72,66,29
618025,23,7.333333333,10,40,67.5,19.33333333,22.5,3.333333333,4,10,37.5,-184.9,1.576666667,6.5,6.95,0,0,3.109966667,1.9655,200,0.9,1187,6.98,23,61,81,68,CO,18,5,54
618029,5,15.33333333,16.5,43.33333333,61,41,22,2.333333333,4,11.33333333,41.5,-146.2,1.006666667,5.666666667,6,0,0.1,3.182166667,1.59705,200,1.133333333,1145,0,58,21,48,6,C,28,95,25
618030,9,12,26.5,24.33333333,34.5,30.33333333,39,4,6,16.33333333,72.5,-109.3,1.546666667,5.2,5.8,0,0,1.683333333,0.43975,200,1,1092,0,34,21,62,10,A,32,1,35
618031,14,26,32.5,33,32,41.66666667,35.5,4,8.5,14.33333333,65,-104.8,1.343333333,5.833333333,5.65,0,0,2.621533333,0.4,200,1,1178,0,35,76,42,27,R,7,80,63
618032,1,15.33333333,21,21,38.5,30.66666667,40.5,21.33333333,27,13.66666667,58,-55,1.186666667,6,6.65,0,0,1.6311,0.58435,200,1.033333333,1072,0,39,5,12,17,CO,54,32,22
618033,28,12,26,20.33333333,27.5,34.66666667,46.5,3.333333333,5,13,63,-65.7,2.193333333,5.7,6.15,0,0,3.104433333,0.387,200,0.7,1089,0,23,47,29,14,C,24,11,62
618034,25,29.33333333,36,28.66666667,31,41.66666667,32.5,5,9,16.66666667,72,-103.5,0.736666667,5.833333333,5.4,0,0,1.710766667,0.25,200,1.2,1164,0,53,13,75,68,A,61,75,99
618035,2,16.66666667,18.5,27.33333333,29,56,52.5,0,0,13.33333333,56,-72.8,1.543333333,5.233333333,6.55,0,0,2.72,0.82375,200,0.866666667,1087,0,89,66,48,61,R,86,98,98
618036,12,12.66666667,26.5,20,28,34.33333333,45.5,3.333333333,5,14.33333333,68.5,-72,1.913333333,5.7,6.1,0,0,2.573333333,0.3405,200,0.8,1089,0,85,61,67,35,CO,46,29,8
