"slc","region","ps","lt","cf","surface","subsurface","pattern","inundationPeriod","usableGrowingSeasonLength","frequency","points","class"
753,2,100,"simple",73,0,0,0,1,1,1,3.48747530884582,"7T"
754,2,12,"complex",64,0,0,0,1,1,1,34.30480364574,"4T"
755,1,59,"simple",28,0,0,0,1,1,1,9.4687057268175,"7T"
756,1,63,"complex",64,0,0,0,1,1,1,7.11742540916553,"7T"
757,1,68,"simple",78,0,0,0,1,1,1,6.23515180315479,"7T"
758,1,56,"complex",19,0,0,0,1,1,1,10.8412395795731,"6T"
759,2,92,"simple",36,0,0,0,1,1,1,4.7423099486516,"7T"
760,1,55,"complex",77,0,0,0,1,1,1,8.21451489565532,"7T"
761,2,98,"simple",37,0,0,0,1,1,1,4.23936231151776,"7T"
762,1,48,"complex",82,0,0,0,1,1,1,9.63447675517124,"7T"
763,1,65,"simple",41,0,0,0,1,1,1,7.63500472953763,"7T"
764,2,6,"complex",66,0,0,0,1,1,1,47.8240431027486,"3TP"
765,2,1,"simple",38,0,0,0,1,1,1,75.8684330252309,"2P"
766,1,59,"complex",76,0,0,0,1,1,1,7.53256460021844,"7T"
767,2,7,"simple",45,0,0,0,1,1,1,49.4327568454189,"3T"
768,1,40,"complex",8,0,0,0,1,1,1,17.2842876518244,"6T"
769,2,29,"simple",97,0,0,0,1,1,1,16.6790240589202,"6T"
770,1,58,"complex",44,0,0,0,1,1,1,8.68935411233687,"7T"
771,1,31,"simple",43,0,0,0,1,1,1,17.6074421998156,"6T"
772,1,33,"complex",81,0,0,0,1,1,1,14.4937016421895,"6T"
773,1,38,"simple",97,0,0,0,1,1,1,12.6722816677256,"6T"
774,2,54,"complex",89,0,0,0,1,1,1,8.38097264373075,"7T"
775,1,3,"simple",61,0,0,0,1,1,1,58.8503857179724,"3TP"
776,2,40,"complex",88,0,0,0,1,1,1,11.8431939233664,"6T"
777,2,33,"simple",23,0,0,0,1,1,1,19.0168246897543,"6T"
778,1,12,"complex",12,0,0,0,1,1,1,47.6257130421356,"3T"
779,1,41,"simple",89,0,0,0,1,1,1,11.5355457338526,"6T"
780,1,80,"complex",92,0,0,0,1,1,1,4.95874199484213,"7T"
781,2,87,"simple",8,0,0,0,1,1,1,6.34328754346529,"7T"
782,1,13,"complex",77,0,0,0,1,1,1,31.6627913431268,"4T"
783,2,73,"simple",51,0,0,0,1,1,1,6.15327566658276,"7T"
784,2,90,"complex",78,0,0,0,1,1,1,4.1275593979225,"7T"
785,1,17,"simple",26,0,0,0,1,1,1,33.4814787260356,"4T"
786,1,82,"complex",82,0,0,0,1,1,1,4.75691349570549,"7T"
787,2,70,"simple",14,0,0,0,1,1,1,8.4340818109376,"7T"
788,2,97,"complex",32,0,0,0,1,1,1,4.46508365891811,"7T"
789,2,40,"simple",29,0,0,0,1,1,1,14.8442400844215,"6T"
790,2,9,"complex",72,0,0,0,1,1,1,39.4880051170375,"4TP"
791,2,31,"simple",28,0,0,0,1,1,1,19.490023191904,"6T"
792,1,39,"complex",2,0,0,0,1,1,1,17.7654066099374,"6T"
793,2,23,"simple",45,0,0,0,1,1,1,22.9926326021202,"5T"
794,1,72,"complex",93,0,0,0,1,1,1,5.78027932788658,"7T"
795,1,93,"simple",97,0,0,0,1,1,1,3.95387057886512,"7T"
796,1,83,"complex",25,0,0,0,1,1,1,6.03677678169942,"7T"
797,2,50,"simple",69,0,0,0,1,1,1,9.35672025403129,"7T"
798,1,94,"complex",19,0,0,0,1,1,1,5.19519604143341,"7T"
799,1,57,"simple",78,0,0,0,1,1,1,7.84882221796148,"7T"
800,1,87,"complex",55,0,0,0,1,1,1,4.65144214445644,"7T"
801,1,66,"simple",59,0,0,0,1,1,1,6.81485448719091,"7T"
802,1,64,"complex",48,0,0,0,1,1,1,7.48028474233677,"7T"
803,1,100,"simple",6,0,0,0,1,1,1,5.04241069012528,"7T"
804,1,64,"complex",26,0,0,0,1,1,1,8.65036313419122,"7T"
805,2,94,"simple",8,0,0,0,1,1,1,5.6001682020966,"7T"
806,1,54,"complex",28,0,0,0,1,1,1,10.5751328504067,"6T"
807,2,7,"simple",10,0,0,0,1,1,1,63.9599716179678,"2T"
808,2,42,"complex",43,0,0,0,1,1,1,12.8042056790013,"6T"
809,2,72,"simple",24,0,0,0,1,1,1,7.48436714192337,"7T"
810,1,35,"complex",72,0,0,0,1,1,1,13.8039903697529,"6T"
811,2,60,"simple",86,0,0,0,1,1,1,7.33285449986881,"7T"
812,2,97,"complex",66,0,0,0,1,1,1,3.73734819404195,"7T"
813,2,36,"simple",37,0,0,0,1,1,1,15.7065467308813,"6T"
814,1,71,"complex",16,0,0,0,1,1,1,8.13454938853117,"7T"
815,2,58,"simple",50,0,0,0,1,1,1,8.40369247598352,"7T"
816,2,33,"complex",98,0,0,0,1,1,1,14.709520265828,"6T"
817,1,80,"simple",87,0,0,0,1,1,1,4.93711418430016,"7T"
818,1,27,"complex",33,0,0,0,1,1,1,21.47596836461,"5T"
819,2,81,"simple",28,0,0,0,1,1,1,6.12293695568513,"7T"
820,2,28,"complex",75,0,0,0,1,1,1,17.140011000322,"6T"
821,1,31,"simple",5,0,0,0,1,1,1,22.5266102362526,"5T"
822,1,13,"complex",98,0,0,0,1,1,1,32.0220723648973,"4T"
823,1,39,"simple",75,0,0,0,1,1,1,12.2454410084998,"6T"
824,1,91,"complex",33,0,0,0,1,1,1,4.92790717357217,"7T"
825,1,52,"simple",77,0,0,0,1,1,1,8.79622466416403,"7T"
826,1,92,"complex",18,0,0,0,1,1,1,5.42556061365889,"7T"
827,1,42,"simple",30,0,0,0,1,1,1,13.9663522066188,"6T"
828,1,9,"complex",74,0,0,0,1,1,1,39.3414758669156,"4TP"
829,2,82,"simple",42,0,0,0,1,1,1,5.46358232971558,"7T"
830,2,0,"complex",10,0,0,0,1,1,1,99.94285717,"1"
831,2,55,"simple",38,0,0,0,1,1,1,9.63931104079613,"7T"
832,2,84,"complex",64,0,0,0,1,1,1,4.74081928992135,"7T"
833,2,31,"simple",5,0,0,0,1,1,1,22.5266102362526,"5T"
834,1,19,"complex",51,0,0,0,1,1,1,26.1272626584424,"5T"
835,2,71,"simple",54,0,0,0,1,1,1,6.30421465770224,"7T"
836,2,86,"complex",60,0,0,0,1,1,1,4.63743135296503,"7T"
837,2,67,"simple",80,0,0,0,1,1,1,6.35044280303515,"7T"
838,2,84,"complex",10,0,0,0,1,1,1,6.6938668973589,"7T"
839,1,86,"simple",65,0,0,0,1,1,1,4.55715747208668,"7T"
840,1,38,"complex",81,0,0,0,1,1,1,12.5136106499174,"6T"
841,2,80,"simple",86,0,0,0,1,1,1,4.93526037194946,"7T"
842,2,55,"complex",24,0,0,0,1,1,1,10.6574615579115,"6T"
843,1,35,"simple",4,0,0,0,1,1,1,19.9199992588208,"6T"
844,2,64,"complex",6,0,0,0,1,1,1,9.84914474541006,"7T"
845,2,6,"simple",50,0,0,0,1,1,1,51.0874221420229,"3TP"
846,1,8,"complex",44,0,0,0,1,1,1,46.8814561515935,"3T"
847,2,57,"simple",23,0,0,0,1,1,1,10.2738182498897,"6T"
848,2,85,"complex",90,0,0,0,1,1,1,4.51364949344499,"7T"
849,2,81,"simple",30,0,0,0,1,1,1,6.03356577400736,"7T"
850,2,32,"complex",40,0,0,0,1,1,1,17.3791863515203,"6T"
851,1,70,"simple",86,0,0,0,1,1,1,5.97447376199491,"7T"
852,2,6,"complex",26,0,0,0,1,1,1,59.7120667514137,"3T"
853,1,43,"simple",81,0,0,0,1,1,1,10.9308101534514,"6T"
854,2,78,"complex",96,0,0,0,1,1,1,5.18078347342825,"7T"
855,1,100,"simple",43,0,0,0,1,1,1,3.94129226914182,"7T"
856,1,41,"complex",15,0,0,0,1,1,1,16.1240002085794,"6T"
857,2,11,"simple",40,0,0,0,1,1,1,40.6674937923227,"4T"
858,2,61,"complex",65,0,0,0,1,1,1,7.39879205166302,"7T"
859,2,11,"simple",63,0,0,0,1,1,1,36.2709685608217,"4T"
860,2,43,"complex",83,0,0,0,1,1,1,10.9226034974167,"6T"
861,1,52,"simple",61,0,0,0,1,1,1,9.15306057636723,"7T"
862,1,3,"complex",11,0,0,0,1,1,1,81.5348762046316,"1T"
863,2,72,"simple",60,0,0,0,1,1,1,6.02557014364124,"7T"
864,1,59,"complex",88,0,0,0,1,1,1,7.49879469739727,"7T"
865,2,13,"simple",73,0,0,0,1,1,1,31.8575663993593,"4T"
866,2,25,"complex",84,0,0,0,1,1,1,18.910622998061,"6T"
867,2,97,"simple",2,0,0,0,1,1,1,5.31304575777926,"7T"
868,1,8,"complex",91,0,0,0,1,1,1,41.4526959648266,"4TP"
869,2,35,"simple",5,0,0,0,1,1,1,19.9199992588208,"6T"
870,2,70,"complex",11,0,0,0,1,1,1,8.64877387616592,"7T"
871,2,98,"simple",35,0,0,0,1,1,1,4.29694329061917,"7T"
872,1,84,"complex",41,0,0,0,1,1,1,5.29978970526568,"7T"
873,1,20,"simple",0,0,0,0,1,1,1,33.5220184350951,"4T"
874,1,35,"complex",84,0,0,0,1,1,1,13.6332475204656,"6T"
875,2,14,"simple",64,0,0,0,1,1,1,31.0329284728001,"4T"
876,1,95,"complex",29,0,0,0,1,1,1,4.72573620698999,"7T"
877,2,62,"simple",62,0,0,0,1,1,1,7.31755028511247,"7T"
878,1,64,"complex",1,0,0,0,1,1,1,9.84914474541006,"7T"
879,2,64,"simple",25,0,0,0,1,1,1,8.71649310584362,"7T"
880,1,12,"complex",70,0,0,0,1,1,1,33.7315337411439,"4T"
881,2,18,"simple",12,0,0,0,1,1,1,35.8476492722203,"4T"
882,2,81,"complex",52,0,0,0,1,1,1,5.26400306496136,"7T"
883,2,88,"simple",29,0,0,0,1,1,1,5.35071708811409,"7T"
884,1,61,"complex",97,0,0,0,1,1,1,7.27415558909818,"7T"
885,2,77,"simple",86,0,0,0,1,1,1,5.22039011562822,"7T"
886,1,82,"complex",86,0,0,0,1,1,1,4.75611948590329,"7T"
887,2,41,"simple",94,0,0,0,1,1,1,11.6052425600899,"6T"
888,2,90,"complex",97,0,0,0,1,1,1,4.16998229984791,"7T"
889,1,78,"simple",2,0,0,0,1,1,1,7.48359146497762,"7T"
890,2,66,"complex",38,0,0,0,1,1,1,7.62602448669905,"7T"
891,2,36,"simple",47,0,0,0,1,1,1,14.7725214711633,"6T"
892,1,3,"complex",66,0,0,0,1,1,1,57.874835091881,"3TP"
893,2,5,"simple",0,0,0,0,1,1,1,72.3418717998416,"2T"
894,2,3,"complex",76,0,0,0,1,1,1,56.6289511611025,"3TP"
895,1,37,"simple",87,0,0,0,1,1,1,12.870415363242,"6T"
896,2,51,"complex",20,0,0,0,1,1,1,12.0541983346269,"6T"
897,2,58,"simple",61,0,0,0,1,1,1,7.99948445599016,"7T"
898,1,44,"complex",85,0,0,0,1,1,1,10.642974147532,"6T"
899,2,10,"simple",45,0,0,0,1,1,1,41.6363398480981,"4T"
900,1,14,"complex",35,0,0,0,1,1,1,36.0823243717115,"4T"
901,2,81,"simple",30,0,0,0,1,1,1,6.03356577400736,"7T"
902,1,25,"complex",89,0,0,0,1,1,1,18.9461485072013,"6T"
903,2,0,"simple",19,0,0,0,1,1,1,92.7685714777,"1"
904,2,11,"complex",72,0,0,0,1,1,1,35.3910798414223,"4TP"
905,2,59,"simple",24,0,0,0,1,1,1,9.76012748569568,"7T"
906,2,64,"complex",50,0,0,0,1,1,1,7.40092877638935,"7T"
907,1,31,"simple",56,0,0,0,1,1,1,16.444425498415,"6T"
908,1,22,"complex",10,0,0,0,1,1,1,30.9206411408706,"4T"
909,2,100,"simple",50,0,0,0,1,1,1,3.78901146683958,"7T"
910,2,1,"complex",63,0,0,0,1,1,1,66.7987263008714,"2P"
911,2,75,"simple",81,0,0,0,1,1,1,5.42576803468327,"7T"
912,1,43,"complex",45,0,0,0,1,1,1,12.3259417011771,"6T"
913,2,53,"simple",59,0,0,0,1,1,1,9.01373431606795,"7T"
914,2,51,"complex",2,0,0,0,1,1,1,13.0983216850721,"6T"
915,2,32,"simple",21,0,0,0,1,1,1,19.9265123628211,"6T"
916,2,45,"complex",42,0,0,0,1,1,1,11.9208847735378,"6T"
917,1,95,"simple",62,0,0,0,1,1,1,3.92157969500282,"7T"
918,1,65,"complex",54,0,0,0,1,1,1,7.10817700002452,"7T"
919,2,59,"simple",96,0,0,0,1,1,1,7.57634040192284,"7T"
920,1,92,"complex",87,0,0,0,1,1,1,3.97303136228782,"7T"
921,2,36,"simple",70,0,0,0,1,1,1,13.4632280753346,"6T"
922,1,76,"complex",59,0,0,0,1,1,1,5.60190545018671,"7T"
923,1,77,"simple",37,0,0,0,1,1,1,6.19191429674172,"7T"
924,1,92,"complex",10,0,0,0,1,1,1,5.79818251931921,"7T"
925,2,28,"simple",48,0,0,0,1,1,1,18.8856278611632,"6T"
926,2,2,"complex",6,0,0,0,1,1,1,87.9193770858312,"1"
927,2,40,"simple",74,0,0,0,1,1,1,11.9330722178422,"6T"
928,1,60,"complex",83,0,0,0,1,1,1,7.33193636268749,"7T"
929,1,87,"simple",94,0,0,0,1,1,1,4.37578099329853,"7T"
930,1,84,"complex",15,0,0,0,1,1,1,6.41926143807315,"7T"
931,1,2,"simple",5,0,0,0,1,1,1,87.9193770858312,"1"
932,2,47,"complex",93,0,0,0,1,1,1,9.93223221767127,"7T"
933,1,78,"simple",53,0,0,0,1,1,1,5.53935441070567,"7T"
934,1,64,"complex",85,0,0,0,1,1,1,6.74103608164785,"7T"
935,2,78,"simple",5,0,0,0,1,1,1,7.48359146497762,"7T"
936,2,59,"complex",66,0,0,0,1,1,1,7.69828727387815,"7T"
937,1,34,"simple",13,0,0,0,1,1,1,20.0006544788628,"5T"
938,1,39,"complex",18,0,0,0,1,1,1,16.6142082699276,"6T"
939,1,95,"simple",36,0,0,0,1,1,1,4.49793116570615,"7T"
940,1,69,"complex",66,0,0,0,1,1,1,6.26170049690877,"7T"
941,1,34,"simple",65,0,0,0,1,1,1,14.4813722419745,"6T"
942,2,49,"complex",10,0,0,0,1,1,1,13.7273809940742,"6T"
943,1,96,"simple",48,0,0,0,1,1,1,4.10642442454161,"7T"
944,1,62,"complex",40,0,0,0,1,1,1,8.17591911203017,"7T"
945,2,33,"simple",42,0,0,0,1,1,1,16.6391926456142,"6T"
946,1,70,"complex",32,0,0,0,1,1,1,7.33443952572529,"7T"
947,2,26,"simple",30,0,0,0,1,1,1,22.7258655959036,"5T"
948,1,38,"complex",37,0,0,0,1,1,1,14.8331303742426,"6T"
949,2,35,"simple",69,0,0,0,1,1,1,13.8978989371837,"6T"
950,2,18,"complex",31,0,0,0,1,1,1,30.8770893260528,"4T"
951,2,89,"simple",4,0,0,0,1,1,1,6.11962737430838,"7T"
952,2,24,"complex",37,0,0,0,1,1,1,23.2761234867451,"5T"
953,1,49,"simple",48,0,0,0,1,1,1,10.4317107486036,"6T"
954,1,11,"complex",9,0,0,0,1,1,1,51.0714847899895,"3T"
955,2,41,"simple",86,0,0,0,1,1,1,11.5167996908083,"6T"
956,1,95,"complex",7,0,0,0,1,1,1,5.50253724702134,"7T"
957,2,95,"simple",60,0,0,0,1,1,1,3.95082174996436,"7T"
958,2,5,"complex",11,0,0,0,1,1,1,71.6907949751286,"2T"
959,2,85,"simple",62,0,0,0,1,1,1,4.68728030497774,"7T"
960,1,0,"complex",19,0,0,0,1,1,1,92.7685714777,"1"
961,2,74,"simple",53,0,0,0,1,1,1,5.9763459353685,"7T"
962,1,96,"complex",56,0,0,0,1,1,1,3.94699962638713,"7T"
963,2,62,"simple",83,0,0,0,1,1,1,7.02800482020066,"7T"
964,2,63,"complex",42,0,0,0,1,1,1,7.90748433252178,"7T"
965,2,40,"simple",61,0,0,0,1,1,1,12.3632040598912,"6T"
966,2,27,"complex",12,0,0,0,1,1,1,25.2899803292971,"5T"
967,1,30,"simple",18,0,0,0,1,1,1,21.7576368764969,"5T"
968,2,65,"complex",70,0,0,0,1,1,1,6.71560625889273,"7T"
969,1,43,"simple",34,0,0,0,1,1,1,13.2236587012245,"6T"
970,2,85,"complex",85,0,0,0,1,1,1,4.50143520454864,"7T"
971,1,81,"simple",23,0,0,0,1,1,1,6.36051871694268,"7T"
972,2,61,"complex",48,0,0,0,1,1,1,7.96415024246962,"7T"
973,1,0,"simple",7,0,0,0,1,1,1,100,"1"
974,2,45,"complex",62,0,0,0,1,1,1,10.8034642472985,"6T"
975,2,5,"simple",29,0,0,0,1,1,1,62.1292664635759,"2T"
976,1,13,"complex",79,0,0,0,1,1,1,31.596988959399,"4T"
977,2,93,"simple",98,0,0,0,1,1,1,3.9625017061911,"7T"
978,2,68,"complex",2,0,0,0,1,1,1,9.08082193235487,"7T"
979,2,65,"simple",83,0,0,0,1,1,1,6.60450653406668,"7T"
980,2,6,"complex",78,0,0,0,1,1,1,46.6818604409607,"3TP"
981,1,10,"simple",86,0,0,0,1,1,1,36.9005623641405,"4TP"
982,2,73,"complex",56,0,0,0,1,1,1,6.00864488060352,"7T"
983,2,54,"simple",73,0,0,0,1,1,1,8.45361076535373,"7T"
984,1,7,"complex",15,0,0,0,1,1,1,61.3361134428096,"2T"
985,2,97,"simple",50,0,0,0,1,1,1,3.99237438939525,"7T"
986,1,42,"complex",33,0,0,0,1,1,1,13.6700820688664,"6T"
987,1,0,"simple",42,0,0,0,1,1,1,78.6400000948,"2P"
988,1,34,"complex",61,0,0,0,1,1,1,14.680751328109,"6T"
989,2,85,"simple",100,0,0,0,1,1,1,4.59445171161479,"7T"
990,1,81,"complex",72,0,0,0,1,1,1,4.90409197170734,"7T"
991,2,87,"simple",87,0,0,0,1,1,1,4.34406455546068,"7T"
992,1,47,"complex",59,0,0,0,1,1,1,10.3945031117759,"6T"
993,2,14,"simple",35,0,0,0,1,1,1,36.0823243717115,"4T"
994,2,75,"complex",16,0,0,0,1,1,1,7.52931396166442,"7T"
995,2,67,"simple",49,0,0,0,1,1,1,6.9987226831364,"7T"
996,2,57,"complex",79,0,0,0,1,1,1,7.84131044578404,"7T"
997,1,6,"simple",44,0,0,0,1,1,1,52.8240059886917,"3TP"
998,1,33,"complex",64,0,0,0,1,1,1,14.9767242708057,"6T"
999,2,71,"simple",29,0,0,0,1,1,1,7.34945657238866,"7T"
1000,1,88,"complex",84,0,0,0,1,1,1,4.263983408751,"7T"
